报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20151231,3597033209.79,3597033209.79,,,,,,3510262563.27,2760385994.8,,,,,,,,,29952900.45,,353774618.8,303257072.1,67591007.63,,,5297149.68,,,,,,,,,,,,,,92067796.2,52812749.9,23589138.12,27150931.07,5428247.19,117729615.03,23720864.46,,94008750.57,,,83062257.17,,10946493.4,-16054163.25,-16249612.07,,,,,,-16249612.07,,-17135075.2,,,,,,,885463.13,,195448.82,77954587.32,66812645.1,11141942.22,0.18,0.18,定期报告,是,20170315,CNY,合并期末,2020-03-13T16:00:40
20150930,2773324599.67,2773324599.67,0.0,0.0,0.0,,,2690713661.15,2154210142.15,0.0,,0.0,0.0,0.0,0.0,0.0,,23152071.73,,264842484.03,214338521.54,49240283.53,,0.0,5230899.68,0.0,,0.0,,0.0,,,,,,,,,87841838.2,25139867.27,6911678.5,20809472.36,4018011.57,92172233.11,22393823.38,,69778409.73,,,61779758.45,,7998651.28,-47793818.23,-47747414.25,0.0,0.0,0.0,,,-47747414.25,0.0,-47997650.4,,,,0.0,,0.0,250236.15,0.0,-46403.98,21984591.5,14032344.2,7952247.3,0.14,0.14,定期报告,未审计,20161027,CNY,合并期末,2020-03-13T16:00:40
20150630,1948408051.58,1948408051.58,,,,,,1910857985.72,1529865315.16,,,,,,,,,16848872.41,,184613300.35,146438132.33,37036592.74,,,2706323.45,,,,,,,,,,,,,,40256389.31,16357590.9,6298902.03,12134863.65,2625581.66,44479116.56,13383052.06,,31096064.5,,,25859577.55,,5236486.95,911758.51,958162.49,,,,,,958162.49,,1050300.8,,,,,,,-92138.31,,-46403.98,32007823.01,26817740.04,5190082.97,0.06,0.06,定期报告,未审计,20160830,CNY,合并期末,2020-03-13T16:00:40
20150331,999523085.35,999523085.35,0.0,0.0,0.0,,,980333993.15,769379525.06,0.0,,0.0,0.0,0.0,0.0,0.0,,6602920.13,,111954663.15,72405402.46,19991482.35,,0.0,222730.19,0.0,,0.0,,0.0,,,,,,,,,19411822.39,5520986.76,482386.79,4030513.99,3283359.56,20902295.16,4098806.13,,16803489.03,,,14259441.26,,2544047.77,3972281.05,3972281.05,0.0,,,,,3972281.05,0.0,3935608.8,,,,0.0,,0.0,36672.25,0.0,0.0,20775770.08,18231722.31,2544047.77,0.03,0.03,定期报告,未审计,20160430,CNY,合并期末,2020-03-13T16:00:40
20141231,3589749770.93,3589749770.93,,,,,,3543107741.74,2854928187.3,,,,,,,,,20613746.32,,317762961.34,265461966.74,72082530.1,,,7917247.8,,,,,,,,,,,,,,54559276.99,116868592.12,496349.14,79942714.93,65522427.61,91485154.18,23150467.44,,68334686.74,,,50725311.05,13350756.08,17609375.69,77455484.54,78074939.12,,,,,,78074939.12,,79202007.2,,,,,,,-1127068.08,,-619454.58,145790171.28,128800250.17,16989921.11,0.11,0.11,定期报告,是,20160331,CNY,合并期末,2020-03-13T16:00:40
20140930,2758600469.94,2758600469.94,0.0,0.0,0.0,,,2715271724.84,2212048324.13,0.0,,0.0,0.0,0.0,0.0,0.0,,15698236.54,,244905111.7,187203507.55,50700959.7,,0.0,7539017.3,0.0,,0.0,,0.0,,,,,,,,,50867762.4,37539504.46,885803.31,6516996.68,1000544.96,81890270.18,19404125.59,,62486144.59,,,48263168.33,,14222976.26,6825763.58,6881380.12,0.0,0.0,0.0,,,6881380.12,0.0,6883844.0,,,,0.0,,0.0,-2463.88,,-55616.54,69311908.17,55144548.45,14167359.72,0.11,0.11,定期报告,未审计,20151026,CNY,合并期末,2020-03-13T16:00:40
20140630,1860412320.64,1860412320.64,,,,,,1830954281.11,1491087121.24,,,,,,,,,10283758.48,,171375102.32,125392816.13,30099897.72,,,3052466.18,1779386.67,,,,,,,,,,,,,32510505.71,34078546.72,252442.03,4742012.46,1155020.92,61847039.97,11666662.62,,50180377.35,,,40093567.95,,10086809.4,-2964070.97,-2908454.43,,,,,,-2908454.43,,-2865547.2,,,,,,,-42907.23,,-55616.54,47216306.38,37185113.52,10031192.86,0.09,0.09,定期报告,未审计,20150731,CNY,合并期末,2020-03-13T16:00:40
20140331,936219080.78,936219080.78,0.0,0.0,0.0,,,924109683.82,762082539.82,0.0,,0.0,0.0,0.0,0.0,0.0,,3243908.6,,85187688.83,60845325.47,12750221.1,,0.0,474214.1,0.0,,0.0,,0.0,,,,,,,,,12583611.06,1267867.55,57692.31,3417329.16,688703.69,10434149.45,2460426.63,,7973722.82,,,3227315.98,0.0,4746406.84,-12408213.98,-12408213.98,0.0,,,,,-12408213.98,,-12021679.2,,,,,,,-386534.78,,,-4434491.16,-9180898.0,4746406.84,0.01,0.01,定期报告,未审计,20150425,CNY,合并期末,2020-03-13T16:00:40
20131231,3391228655.29,3391228655.29,,,,,,3425551757.8,2789843094.6,,,,,,,,,19965138.6,,276359957.6,239754984.06,86819245.71,,,4377130.68,2742373.58,,,,,,,,,,,,,-29945971.83,111561692.73,51444134.72,17176589.2,8573481.61,64439131.7,14448293.02,,49990838.68,,,39153122.05,11458072.43,10837716.63,-25013114.9,-24930265.82,,,,,,-24930265.82,,-24557452.0,,,,,,,-372813.82,,-82849.08,24977723.78,14222856.23,10754867.55,0.09,0.09,定期报告,是,20150330,CNY,合并期末,2020-03-13T16:00:40
20130930,2381224242.49,2381224242.49,0.0,0.0,0.0,,,2406629644.23,2008652949.45,0.0,,0.0,0.0,0.0,0.0,0.0,,14210631.83,,165057367.26,153402040.69,65306655.0,,0.0,5956277.45,2031339.51,,0.0,,0.0,,,,,,,,,-19449124.29,81409311.71,,14760582.44,8483348.86,47199604.98,10190311.01,,37009293.97,,,35232994.91,0.0,1776299.06,-25891373.59,,,,,,,,,,,,,,,,,,,11117920.38,9452958.96,1664961.42,0.08,0.08,定期报告,未审计,20141028,CNY,合并期末,2020-03-13T16:00:40
20130630,1617134270.43,1617134270.43,,,,,,1631787333.6,1363733658.96,,,,,,,,,10366384.78,,109963731.83,101448392.3,46275165.73,,,1606802.85,1432177.85,,,,,,,,,,,,,-13046260.32,24778778.41,,2451846.32,119826.73,9280671.77,3169924.91,,6110746.86,,,4987774.39,,1122972.47,-34421999.76,,,,,,,,,,,,,,,,,,,-28311252.9,-29322887.73,1011634.83,0.01,0.01,定期报告,未审计,20140801,CNY,合并期末,2020-03-13T16:00:40
20130331,739080270.51,739080270.51,0.0,0.0,0.0,,,749958072.77,619807316.75,0.0,,0.0,0.0,0.0,0.0,0.0,,5191114.31,,51888760.55,51012288.74,22058592.42,,0.0,1130330.3,1130330.3,,0.0,,0.0,,,,,,,,,-9747471.96,3646818.26,,1574114.83,119826.73,-7674768.53,230112.23,,-7904880.76,,,-8118209.97,0.0,213329.21,-19499353.6,,,,,,,,,,,,,,,,,,,-27404234.36,-27617563.57,213329.21,-0.02,-0.02,定期报告,未审计,20140426,CNY,合并期末,2020-03-13T16:00:40
20121231,2971519619.9,2971519619.9,,,,,,2996016283.8,2447201083.03,,,,,,,,,15429035.69,,239897943.29,215688194.67,60254240.0,,,5791482.57,3202592.71,,,,,,,,,,,,,-18705181.33,66954709.06,,13268458.75,6807412.8,34981068.98,8718849.87,,26262219.11,,,23663577.96,,2598641.15,17527259.5,,,,,,,,,,,,,,,,,,,43789478.61,41074969.15,2714509.46,0.05,0.05,定期报告,是,20140331,CNY,合并期末,2020-03-13T16:00:40
20120930,2279587590.19,2279587590.19,0.0,0.0,0.0,,,2259450233.7,1871315160.38,0.0,,0.0,0.0,0.0,0.0,0.0,,12575458.31,,180369158.18,153999680.73,41132776.1,,0.0,4753213.41,2164323.55,,0.0,,0.0,,,,,,,,,24890569.9,27646765.11,,11050489.93,6565203.84,41486845.08,7018375.35,,34468469.73,,,32123782.1,0.0,2344687.63,2339791.82,,,,,,,,,,,,,,,,,,,36808261.55,34897128.86,1911132.69,0.07,0.07,定期报告,未审计,20131031,CNY,合并期末,2020-03-13T16:00:40
20120630,1537930023.23,1537930023.23,,,,,,1516606553.73,1264175647.52,,,,,,,,,8253025.71,,117149652.76,99584460.23,27443767.51,,,4201289.54,1615490.09,,,,,,,,,,,,,25524759.04,24632607.1,,10154892.49,6559471.22,40002473.65,6967721.57,,33034752.08,,,31195182.82,,1839569.26,13318667.82,,,,,,,,,,,,,,,,,,,46353419.9,44674226.86,1679193.04,0.07,0.07,定期报告,未审计,20130731,CNY,合并期末,2020-03-13T16:00:40
20120331,770465178.36,770465178.36,0.0,0.0,0.0,,,750378088.48,636553898.21,0.0,,0.0,0.0,0.0,0.0,0.0,,4067945.5,,49334137.69,45407361.21,15014745.87,,0.0,840441.94,828754.27,,0.0,,0.0,,,,,,,,,20927531.82,76497.11,,1172026.35,13432.55,19832002.58,4419778.13,,15412224.45,,,14786059.69,0.0,626164.76,3204391.2,,,,,,,,,,,,,,,,,,,18616615.65,17990450.89,626164.76,0.03,0.03,定期报告,未审计,20130427,CNY,合并期末,2020-03-13T16:00:40
20111231,2937528055.33,2937528055.33,,,,,,2874617794.85,2391580913.17,,,,,,,,,13158975.16,,199663018.57,176046032.51,37268918.23,,,9017412.63,5140685.08,,,,,,,,,,,,,71927673.11,32370741.31,,11086887.75,3910059.76,93211526.67,13592585.92,,79618940.75,,,76023665.57,,3595275.18,-20051251.32,,,,,,,,,,,,,,,,,,,59567689.43,56274425.38,3293264.05,0.17,0.17,定期报告,是,20130325,CNY,合并期末,2020-03-13T16:00:40
20110930,2265746996.56,2265746996.56,0.0,0.0,0.0,,,2169822401.76,1869618131.61,0.0,,0.0,0.0,0.0,0.0,0.0,,9660143.94,,139386687.14,121623549.34,27734552.93,,0.0,8495444.53,4621714.23,,0.0,,0.0,,,,,,,,,104420039.33,4951364.2,,4447215.44,1349395.64,104924188.09,22891538.78,,82032649.31,,,80012303.11,0.0,2020346.2,-21563573.02,,,,,,,,,,,,,,,,,,,60469076.29,58209053.81,2260022.48,0.17,0.17,定期报告,未审计,20121029,CNY,合并期末,2020-03-13T16:00:40
20110630,1522811524.54,1522811524.54,,,,,,1448271735.29,1254708252.89,,,,,,,,,5697453.84,,91559028.36,78262015.08,16245648.32,,,4956897.33,3200963.06,,,,,,,,,,,,,79496686.58,778974.27,,2757720.09,539620.93,77517940.76,15417765.13,,62100175.63,,,60702135.83,,1398039.8,-1101638.62,,,,,,,,,,,,,,,,,,,60998537.01,59360820.93,1637716.08,0.13,0.13,定期报告,未审计,20120824,CNY,合并期末,2020-03-13T16:00:40
20110331,844630005.65,844630005.65,0.0,0.0,0.0,,,808293805.0,711058823.57,0.0,,0.0,0.0,0.0,0.0,0.0,,2014620.36,,49109722.35,37156592.62,6880781.3,,0.0,1910076.74,1909156.19,,0.0,,0.0,,,,,,,,,38246277.39,467154.33,,1592407.55,456565.89,37121024.17,7968452.54,,29152571.63,,,28942527.78,,210043.85,-1981248.0,,,,,,,,,,,,,,,,,,,27171323.63,26961279.78,210043.85,0.06,0.06,定期报告,未审计,20120426,CNY,合并期末,2020-03-13T16:00:40
20101231,2614233634.62,2614233634.62,,,,,,2490856909.69,2133691060.29,,,,,,,,,14693182.5,,129471309.2,165142770.6,21701647.06,,,8325225.36,5259770.2,,,,,,,,,,,,,131701950.29,10041631.62,,16615140.94,13424913.38,125128440.97,22362744.9,,102765696.07,,,97256602.75,,5509093.32,-37036620.68,,,,,,,,,,,,,,,,,,,65729075.39,60543341.34,5185734.05,0.21,0.21,定期报告,是,20120326,CNY,合并期末,2020-03-13T16:00:40
20100930,2045872250.38,2045872250.38,,,,,,1943453994.4,1681278928.84,,,,,,,,,10700812.22,,118433588.94,113080760.37,15973316.25,,,6518730.03,4203433.78,,,,,,,,,,,,,108936986.01,6869387.27,,3412426.15,1518046.99,112393947.13,18315079.51,,94078867.62,,,89699935.66,,4378931.96,-36900994.13,,,,,,,,,,,,,,,,,,,57177873.49,53241915.91,3935957.58,0.2,0.2,定期报告,未审计,20111021,CNY,合并期末,2020-03-13T16:00:40
20100630,1368618869.54,1368618869.54,,,,,,1301110155.78,1117047193.39,,,,,,,,,7349609.91,,89541312.71,77263090.21,9908949.56,,,3632194.93,2822345.26,,,,,,,,,,,,,71140908.69,5524758.33,,1685159.5,153790.74,74980507.52,14050412.21,,60930095.31,,,57881893.63,,3048201.68,-31444742.13,,,,,,,,,,,,,,,,,,,29485353.18,26880125.88,2605227.3,0.13,0.13,定期报告,未审计,20110725,CNY,合并期末,2020-03-13T16:00:40
20100331,743113337.52,743113337.52,,,,,,707939991.89,612038230.07,,,,,,,,,3719748.36,,53285080.45,34631554.76,4265378.25,,,1404430.94,1347288.12,,,,,,,,,,,,,36577776.57,803293.8,,1293004.21,153790.74,36088066.16,6886823.99,,29201242.17,,,28006457.2,,1194784.97,2215622.95,,,,,,,,,,,,,,,,,,,31416865.12,30222080.15,1194784.97,0.06,0.06,定期报告,未审计,20110429,CNY,合并期末,2020-03-13T16:00:40
20091231,2321927213.25,2321927213.25,,,,,,2201519540.59,1877427603.27,,,,,,,,,13546175.14,,122921177.72,159579455.09,26777339.32,,,7910733.39,4911640.58,,,,7591083.73,,,,,,,,,135909489.78,6808717.69,,23344329.26,19605908.29,119373878.21,13436120.2,,105937758.01,,,102244346.19,,3693411.82,91210640.55,,,,,,,,,,,,,,,,,,,197148398.56,193403969.35,3744429.21,0.22,0.22,定期报告,是,20110321,CNY,合并期末,2020-03-13T16:00:40
20090930,1806530938.4,1806530938.4,,,,,,1732299663.95,1479750054.42,,,,,,,,,10029277.1,,105630057.62,116484943.27,20405331.54,,,6686848.8,4434006.48,,,,7591083.73,,,,,,,,,88509206.98,7392722.58,,13933055.93,10080118.14,81968873.63,16504445.45,,65464428.18,,,63167594.74,,2296833.44,70233673.67,,,,,,,,,,,,,,,,,,,135698101.85,133402800.95,2295300.9,0.14,0.14,定期报告,未审计,20101029,CNY,合并期末,2020-03-13T16:00:40
20090630,1196792146.64,1196792146.64,,,,,,1151722488.27,976473336.24,,,,,,,,,6933122.86,,79536761.31,73492127.93,15287139.93,,,6072233.75,3822703.75,,,,6898720.38,,,,,,,,,58040612.5,911199.91,,8268285.52,5174106.18,50683526.89,8836807.36,,41846719.53,,,39887094.33,,1959625.2,75135767.43,,,,,,,,,,,,,,,,,,,116982486.96,115024394.3,1958092.66,0.09,0.09,定期报告,未审计,20100729,CNY,合并期末,2020-03-13T16:00:40
20090331,605946262.25,605946262.25,,,,,,587326408.43,491513344.22,,,,,,,,,3365129.96,,51594344.25,30767579.19,10086010.81,,,1852514.01,1852514.01,,,,6082292.89,,,,,,,,,26554660.72,78441.04,,3000806.64,374862.92,23632295.12,4253373.6,,19378921.52,,,18190532.88,,1188388.64,34923041.8,,,,,,,,,,,,,,,,,,,54301963.32,53113574.68,1188388.64,0.04,0.04,定期报告,未审计,20100429,CNY,合并期末,2020-03-13T16:00:40
20081231,2096963709.91,2096963709.91,,,,,,2043732734.51,1804214578.65,,,,,,,,,9656432.59,,99500079.47,117404414.35,8464601.59,,,6649200.78,2118782.49,,,,-23487816.58,,,,,,,,,36392359.6,20194290.81,,10546464.19,7012331.52,46040186.22,6368585.79,,39671600.43,,,33965477.41,,5706123.02,-232658362.3,,,,,,,,,,,,,,,,,,,-192986761.87,-198629506.8,5642744.93,0.07,0.07,定期报告,是,20100412,CNY,合并期末,2020-03-13T16:00:40
20080930,1648286964.02,1648286964.02,,,,,,1600787535.6,1435388487.58,,,,,,,,,6928527.62,,74229221.13,82553127.8,1535458.01,,,1609828.06,480316.06,,,,-22817499.17,,,,,,,,,26291757.31,18786287.04,,3573941.88,716467.62,41504102.47,11444209.84,,30059892.63,,,25543573.48,,4516319.15,-201054976.87,,,,,,,,,,,,,,,,,,,-170995084.24,-175520202.44,4525118.2,0.06,0.06,定期报告,未审计,20091029,CNY,合并期末,2020-03-13T16:00:40
20080630,1140652669.14,1140652669.14,,,,,,1097174644.47,982221701.57,,,,,,,,,4878673.38,,56196494.87,52666864.44,1191844.22,,,1685831.97,556319.97,,,,-13634789.28,,,,,,,,,31529067.36,1151488.76,,2112137.44,146667.12,30568418.68,8696030.18,,21872388.5,,,20457174.27,,1415214.23,-180010676.87,,,,,,,,,,,,,,,,,,,-158138288.37,-159562301.65,1424013.28,0.04,0.04,定期报告,未审计,20090727,CNY,合并期末,2020-03-13T16:00:40
20080331,567130089.82,567130089.82,,,,,,551079831.19,482615397.57,,,,,,,,,1868360.51,,37976228.38,28138070.57,481774.16,,,325192.59,325192.59,,,,1079625.52,,,,,,,,,17455076.74,378376.38,,999609.24,68912.28,16833843.88,3702340.06,,13131503.82,,,12549451.75,,582052.07,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,定期报告,未审计,20090429,CNY,合并期末,2020-03-13T16:00:40
20071231,1886978951.19,1886978951.19,,,,,,1866268973.7,1602416724.99,,,,,,,,,11914322.55,,86788904.2,129003027.18,20220553.65,,,-1019598.87,-3580329.93,,,,15763060.17,,,,,,,,,35453438.79,18728400.05,,7671345.36,3989901.88,46510493.48,8366209.04,,38144284.44,,,32723034.6,,5421249.84,,,,,,,,,,,,,,,,,,,,,,,0.07,0.07,定期报告,是,20090323,CNY,合并期末,2020-03-13T16:00:40
20070930,1428311801.45,1428311801.45,,,,,,1396080913.17,1201626128.07,,,,,,,,,8277434.72,,82357169.21,79401450.55,15611142.84,,,2255652.54,451404.67,,,,1873945.03,,,,,,,,,36360485.85,12465975.85,,8056628.48,-5280413.2,40769833.22,11808832.55,,28961000.67,,,24534186.1,,4426814.57,,,,,,,,,,,,,,,,,,,,,,,0.0536,0.0536,定期报告,未审计,20081024,CNY,合并期末,2020-03-13T16:00:40
20070630,968877008.99,968877008.99,,,,,,947217544.79,807586439.74,,,,,,,,,5173686.24,,63606834.91,54374896.95,10668099.17,,,2408608.83,604360.96,,,,1961740.72,,,,,,,,,26029813.75,11066301.45,,7273218.05,-4746758.05,29822897.15,7693740.72,,22129156.43,,,18935549.91,,3193606.52,,,,,,,,,,,,,,,,,,,,,,,0.04,0.04,定期报告,未审计,20080728,CNY,合并期末,2020-03-13T16:00:40
20070331,482371085.2,482371085.2,,,,,,470255613.76,399885520.48,,,,,,,,,2817395.55,,36721536.81,25785469.95,5045690.97,,,1718251.82,18826.82,,,,,,,,,,,,,13833723.26,3020800.05,,2200144.34,-912877.93,14654378.97,3191009.97,,11463369.0,,,9723782.91,,1739586.09,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,定期报告,未审计,20080421,CNY,合并期末,2020-03-13T16:00:40
20061231,1722899961.83,1722899961.83,,,,,,1700691767.84,1439645679.82,,,,,,,,,9233548.18,,115767700.7,96169249.78,20742820.77,,,6029998.09,-698973.17,,,,50510.04,,,600000.0,,,,6347803.03,,28288702.12,4147643.28,,3079044.6,541613.13,29357300.8,6603627.32,259562.66,22753673.48,,,23567389.39,,-813715.91,,,,,,,,,,,,,,,,,,,,,,,0.05,0.05,定期报告,是,20080421,CNY,合并期末,2020-03-13T16:00:40
20060930,1291082185.26,1291082185.26,,,,,,1273804847.45,1084410580.79,,,,,,,,,7151671.02,,97450649.89,69336689.92,15455255.83,,,4199130.83,-754917.93,,,,,,,,,,,3562675.94,,21476468.64,2879115.52,,3817358.4,-461392.6,20538225.76,4322364.54,,16215861.22,,,16306271.64,,-90410.42,,,,,,,,,,,,,,,,,,,,,,,0.0357,0.0357,定期报告,未审计,20071026,CNY,合并期末,2020-03-13T16:00:40
20060630,883153733.39,883153733.39,,,,,,869049250.44,733755002.16,,,,,,,,,4158250.22,,74963019.33,45776287.37,10396691.36,,,2387287.78,-712789.72,,,,,,,,,,,1098536.09,,16491770.73,499338.04,,1645757.92,-49875.71,15345350.85,3130872.75,,12214478.1,,,12279060.65,,-64582.55,,,,,,,,,,,,,,,,,,,,,,,0.027,0.027,定期报告,未审计,20070807,CNY,合并期末,2020-03-13T16:00:40
20060331,471436170.78,471436170.78,,,,,,460494139.64,385197305.09,,,,,,,,,1989897.46,,43760640.23,24200779.27,5345517.59,,,1198579.57,-342895.43,,,,,,,,,,,76637.13,,12140610.71,609695.0,,474768.9,-444691.91,12275536.81,2514651.04,,9760885.77,,,9727426.49,,33459.28,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,定期报告,未审计,20070427,CNY,合并期末,2020-03-13T16:00:40
20051231,1702745663.96,1696514594.55,,,,,,1690852499.91,1398477256.05,,,,,,,,,5568673.33,,154051631.95,115365289.71,17389648.87,,,-13998383.12,,,,,,,,214926.08,,,,6231069.41,,-1890292.99,15506279.39,,1156046.19,,12459940.21,9802792.4,1027247.49,3684395.3,,,5415850.71,,-1731455.41,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20070326,CNY,合并期末,2020-03-13T16:00:40
20050930,1289613938.04,1288666547.81,,,,,,1269573621.71,1063452695.05,,,,,,,,,7022684.61,,104894153.04,79930693.26,14273395.75,,,2752106.69,,,,,,,,214926.08,,,,947390.23,,23007349.1,2471777.47,,831589.4,,24647537.17,5926676.28,,18720860.89,,,18938382.63,,-217521.74,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20061024,CNY,合并期末,2020-03-13T16:00:40
20050630,872778009.14,871680519.3,,,,,,854384389.38,713149027.81,,,,,,,,,4033027.95,,74315157.29,53509586.99,9377589.34,,,1185181.79,,,,,,,,214926.08,,,,1097489.84,,19793727.63,1126875.2,,552189.34,,20368413.49,4918107.5,,15450305.99,,,15621011.62,,-170705.63,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20060731,CNY,合并期末,2020-03-13T16:00:40
20050331,447949077.54,447654377.57,,,,,,436965919.87,366236021.76,,,,,,,,,1873182.32,,36238757.82,27573838.72,5044119.25,,,840947.67,,,,,,,,135718.11,,,,294699.97,,11959823.45,235010.0,,205470.28,,11989363.17,3079837.9,,8909525.27,,,8949301.32,,-39776.05,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20060424,CNY,合并期末,2020-03-13T16:00:40
20041231,1514363767.71,1511296119.54,,,,,,1550364644.3,1266651623.15,,,,,,,,,9843807.16,,136152454.06,125101067.52,12615692.41,,,-15720653.18,,,,,,,,1098702.58,,,,3067648.17,,-50622827.19,2498965.43,,3121154.31,,-51245016.07,5349173.62,,-56594189.69,,,-55608039.37,,-986150.32,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20060327,CNY,合并期末,2020-03-13T16:00:40
20040930,1160081486.54,1158456747.93,,,,,,1134392083.71,967281777.85,,,,,,,,,1281155.2,,82333003.87,76433528.22,7062618.57,,,8812631.43,,,,,,,,645813.69,,,,1624738.61,,35147847.95,2576657.4,,1673940.36,,36050564.99,5660361.82,,30390203.17,,,30534241.36,,-144038.19,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20051031,CNY,合并期末,2020-03-13T16:00:40
20040630,803060959.54,802135952.14,,,,,,775918626.48,657599222.75,,,,,,,,,1114858.7,,61696743.26,50508252.83,4999548.94,,,7920965.43,,,,,,,,330057.11,,,,925007.4,,35393355.6,1408762.0,,4452144.19,,32349973.41,5109369.33,,27240604.08,,,27328106.96,,-87502.88,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20050729,CNY,合并期末,2020-03-13T16:00:40
20040331,392674871.38,393323766.35,,,,,,372188933.75,313901707.21,,,,,,,,,796173.82,,28177900.19,25479778.06,3833374.47,,,,,,,,,,,180980.19,,,,-648894.97,,20666917.82,651763.36,,407171.2,,20911509.98,3373379.09,,17538130.89,,,17598792.83,,-60661.94,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20050421,CNY,合并期末,2020-03-13T16:00:40
20031231,1330081703.18,1328471339.17,,,,,,1278845160.41,1027612757.59,,,,,,,,,8227711.08,,114267814.51,118452251.99,10284625.24,,,780806.43,,,,,,,,339588.79,,,,1610364.01,,52356937.99,2819091.68,,4804772.06,,50371257.61,8382119.46,,41989138.15,,,42076297.31,,-87159.16,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20050325,CNY,合并期末,2020-03-13T16:00:40
20030930,1006885469.94,1003128499.86,,,,,,949248280.7,783457617.59,,,,,,,,,2916357.1,,79785483.58,76264647.5,6824174.93,,,780806.43,,,,,,,,282265.38,,,,3756970.08,,58700261.05,2939153.1,,3623664.8,,58015749.35,8405419.2,,49610330.15,,,49626018.26,,-15688.11,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20041021,CNY,合并期末,2020-03-13T16:00:40
20030630,677961691.0,677350595.15,,,,,,625922969.84,510900379.84,,,,,,,,,2356973.5,,56693044.05,51463749.64,4508822.81,,,350000.0,,,,,,,,,,,,611095.85,,52388721.16,1361551.2,,3054848.86,,50695423.5,7322861.37,,43372562.13,,,43352924.14,,19637.99,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20040729,CNY,合并期末,2020-03-13T16:00:40
20030331,350984923.76,352145143.17,,,,,,321651298.77,261317924.06,,,,,,,,,322982.32,,30410882.46,27826486.32,1773023.61,,,,,,,,,,,,,,,-1160219.41,,29333624.99,109480.0,,1385396.57,,28057708.42,4227122.26,,23830586.16,,,23820190.14,,10396.02,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20040417,CNY,合并期末,2020-03-13T16:00:40
20021231,1177514901.32,1173549986.46,,,,,,1092467764.58,858629236.45,,,,,,,,,3188801.11,,117542021.44,110616233.88,2491471.7,,,816320.0,,,,,,,,,,,,3964914.86,,85863456.74,2678022.7,,7161890.37,,81379589.07,12558924.07,,68820665.0,,,68764260.99,,56404.01,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,是,20040329,CNY,合并期末,2020-03-13T16:00:40
20020930,882580856.93,881709263.19,,,,,,812908984.45,649678184.82,,,,,,,,,2739723.15,,82379519.54,74811460.77,3300096.17,,,340000.0,,,,,,,,,,,,871593.74,,70011872.48,2043667.2,,4969949.7,,67085589.98,10096415.04,,56989174.94,,,56977031.47,,12143.47,,,,,,,,,,,,,,,,,,,,,,,,,定期报告,未审计,20031020,CNY,合并期末,2020-03-13T16:00:40
20020630,600298230.25,600146705.52,,,,,,550466845.4,441300240.96,,,,,,,,,2503313.48,,56930113.56,48221963.5,1511213.9,,,340000.0,,,,,,,,,,,,151524.73,,50171384.85,1537581.2,,3529118.07,,48179847.98,7189128.0,,40990719.98,,,40987146.55,,3573.43,,,,,,,,,,,,,,,,,,,,,,,,,其他,未审计,20020805,CNY,合并期末,2020-03-13T16:00:40
